535,3
536,1
537,3
538,0
539,3
540,0
541,0
542,0
543,0
544,1
545,2
546,3
547,0
548,1
549,0
550,4
551,1
552,0
553,0
554,3
555,0
556,0
557,4
558,3
559,0
560,3
561,3
562,1
563,3
564,0
565,2
566,0
567,1
568,3
569,1
570,1
571,3
572,1
573,1
574,1
575,0
576,0
577,4
578,0
579,1
580,1
581,1
582,0
583,0
584,2
585,3
586,3
587,0
588,0
589,0
590,3
591,0
592,0
593,0
594,3
595,1
596,3
597,1
598,0
599,0
600,0
601,3
602,4
603,0
604,1
605,1
606,0
607,3
608,1
609,3
610,0
611,4
612,1
613,3
614,0
615,2
616,3
617,3
618,0
619,3
620,3
621,0
622,0
623,2
624,1
625,0
626,3
627,0
628,1
629,0
630,1
631,0
632,3
633,0
634,1
635,1
636,0
637,1
638,3
639,3
640,4
641,1
642,1
643,4
644,0
645,3
646,0
647,1
648,3
649,3
650,3
651,1
652,1
653,4
654,2
655,3
656,0
657,1
658,4
659,3
660,2
661,1
662,3
663,4
664,0
665,1
666,3
667,2
668,0
669,1
670,2
671,0
672,3
673,0
674,0
675,1
676,0
677,3
678,0
679,0
680,2
681,0
682,3
683,3
684,3
685,4
686,3
687,1
688,3
689,0
690,3
691,1
692,1
693,0
694,4
695,0
696,3
697,1
698,1
699,3
700,3
701,4
702,3
703,1
704,1
705,1
706,0
707,3
708,1
709,3
710,3
711,3
712,3
713,1
714,3
715,0
716,1
717,1
718,1
719,3
720,0
721,0
722,2
723,0
724,1
725,0
726,0
727,1
728,1
729,3
730,3
731,0
732,3
733,3
734,3
735,0
736,0
737,3
738,0
739,1
740,0
741,1
742,0
743,0
744,3
745,0
746,0
747,0
748,1
749,3
750,1
751,1
752,2
753,1
754,0
755,3
756,1
757,1
758,2
759,4
760,2
761,0
762,2
763,3
764,3
765,1
766,1
767,1
768,0
769,0
770,3
771,4
772,3
773,3
774,1
775,3
776,3
777,3
778,2
779,1
780,1
781,1
782,3
783,3
784,0
785,2
786,3
787,2
788,1
789,3
790,0
791,0
792,2
793,1
794,3
795,2
796,2
797,0
798,1
799,0
800,4
801,1
802,0
803,0
804,1
805,1
806,3
807,1
808,0
809,1
810,2
811,4
812,0
813,1
814,3
815,0
816,0
817,3
818,3
819,1
820,1
821,3
822,1
823,3
824,0
825,3
826,3
827,3
828,3
829,1
830,0
831,1
832,0
833,1
834,3
835,4
836,3
837,0
838,4
839,3
840,2
841,1
842,1
843,0
844,0
845,2
846,3
847,3
848,4
849,3
850,1
851,3
852,1
853,1
854,1
855,3
856,1
857,2
858,1
859,0
860,1
861,2
862,3
863,0
864,0
865,1
866,3
867,3
868,1
869,3
870,3
871,0
872,3
873,3
874,1
875,2
876,0
877,1
878,3
879,3
880,1
881,3
882,4
883,3
884,1
885,3
886,1
887,3
888,2
889,0
890,0
891,0
892,4
893,1
894,3
895,3
896,2
897,0
898,4
899,0
900,3
901,0
902,3
903,3
904,3
905,0
906,3
907,3
908,0
909,4
910,3
911,3
912,1
913,0
914,0
915,3
916,0
917,0
918,3
919,3
920,3
921,1
922,2
923,0
924,0
925,2
926,0
927,0
928,1
929,1
930,3
931,0
932,3
933,1
934,0
935,3
936,3
937,1
938,0
939,2
940,3
941,0
942,0
943,2
944,0
945,0
946,3
947,0
948,1
949,3
950,0
951,3
952,0
953,3
954,2
955,2
956,1
957,1
958,1
959,3
960,3
961,4
962,0
963,4
964,0
965,3
966,2
967,3
968,0
969,2
970,0
971,3
972,1
973,1
974,0
975,1
976,0
977,0
978,1
979,3
980,3
981,0
982,0
983,0
984,0
985,1
986,4
987,4
988,1
989,3
990,1
991,1
992,0
993,1
994,2
995,0
996,1
997,0
998,3
999,3
