417,60.39,99.32
418,98.74,25.06
419,80.78,26.15
420,79.45,66.52
421,10.04,93.72
422,81.48,73.68
423,56.91,40.72
424,58.21,23.41
425,47.2,9.87
426,3.5,26.78
427,14.28,80.54
428,59.61,6.02
429,9.31,66.07
430,81.11,26.0
431,42.93,95.76
432,52.71,10.25
433,69.07,14.59
434,94.32,74.53
435,23.26,63.63
436,77.84,29.42
437,67.49,69.42
438,83.12,64.76
439,58.91,71.44
440,33.3,63.14
441,54.21,38.89
442,25.03,38.02
443,10.06,12.23
444,90.62,84.72
445,6.22,14.37
446,52.16,58.46
447,7.07,87.79
448,92.42,93.36
449,90.26,29.48
450,58.06,88.61
451,98.0,87.27
452,21.19,35.66
453,8.04,86.42
454,2.86,45.86
455,32.73,55.09
456,52.8,42.15
457,51.48,12.13
458,64.17,12.57
459,48.49,92.03
460,0.43,89.58
461,73.44,96.85
462,64.25,11.11
463,18.59,40.8
464,65.87,69.96
465,66.55,79.15
466,73.77,97.56
467,18.16,68.9
468,60.07,74.16
469,19.29,77.62
470,49.11,8.04
471,92.77,66.85
472,74.62,48.81
473,64.39,25.93
474,5.05,63.12
475,40.5,38.33
476,10.54,14.61
477,59.01,9.35
478,82.57,67.75
479,13.04,38.5
480,71.12,80.64
481,12.1,83.71
482,42.36,97.46
483,82.15,1.01
484,51.81,39.38
485,13.1,3.69
486,3.58,33.43
487,44.45,47.11
488,94.21,3.19
489,14.49,96.23
490,44.95,30.61
491,61.91,76.69
492,27.34,0.78
493,34.02,12.37
494,58.4,41.31
495,3.08,98.26
496,76.45,67.05
497,82.28,19.76
498,26.52,8.78
499,92.21,30.07
500,60.26,53.02
501,34.9,98.96
502,55.47,39.02
503,75.19,11.59
504,52.45,2.94
505,58.03,29.53
506,68.68,5.51
507,96.47,63.52
508,35.58,81.08
509,98.9,82.1
510,45.75,54.92
511,19.86,18.61
512,75.48,89.69
513,21.16,65.7
514,27.78,15.3
515,59.64,95.58
516,6.93,21.46
517,54.07,57.47
518,3.18,45.8
519,92.87,13.58
520,52.13,8.61
521,66.93,39.99
522,52.27,14.25
523,91.6,43.23
524,19.51,62.27
525,38.08,13.08
526,70.73,28.8
527,5.3,71.66
528,98.86,89.86
529,18.24,5.89
530,88.44,95.39
531,17.36,61.73
532,73.84,43.36
533,22.78,55.04
534,79.83,99.37
535,13.35,89.44
536,85.33,45.32
537,99.78,4.54
538,9.73,87.46
539,70.24,35.33
540,34.05,42.03
541,50.13,43.39
542,50.17,61.3
543,9.12,12.26
544,30.13,34.75
545,35.57,96.36
546,43.75,3.78
547,39.94,31.52
548,46.6,24.71
549,16.92,65.28
550,21.22,65.7
551,52.32,23.55
552,23.62,88.75
553,40.56,29.7
554,50.45,10.53
555,55.96,80.53
556,46.82,26.32
557,21.58,71.12
558,63.56,91.27
559,21.53,38.29
560,50.61,19.43
561,49.18,86.8
562,43.06,97.19
563,74.95,37.21
564,17.32,34.58
565,97.98,72.3
566,59.61,69.96
567,39.15,54.14
568,57.67,22.3
569,98.7,51.2
570,46.09,32.94
571,96.09,96.21
572,81.2,22.79
573,3.96,89.6
574,69.84,71.9
575,64.38,86.91
576,87.53,18.49
577,67.58,27.9
578,14.98,54.52
579,42.69,66.63
580,57.57,63.03
581,66.05,4.22
582,8.05,28.23
583,98.36,27.35
584,71.28,55.79
585,69.78,36.9
586,61.18,67.83
587,17.0,42.08
588,51.15,36.26
589,93.34,41.94
590,37.85,44.14
591,27.84,98.09
592,91.24,81.27
593,41.95,81.43
594,54.83,54.12
595,12.28,53.24
596,57.14,2.9
597,56.94,30.91
598,48.53,94.38
599,30.93,19.13
600,71.93,47.29
601,16.85,18.67
602,18.24,67.11
603,74.95,99.93
604,9.3,12.72
605,25.06,18.95
606,7.23,86.49
607,14.14,57.64
608,35.14,88.0
609,98.01,2.72
610,66.23,68.17
611,50.55,10.33
612,80.88,79.71
613,65.1,48.65
614,81.16,79.77
615,74.25,44.91
616,5.34,89.22
617,45.16,33.66
618,55.0,86.4
619,95.62,67.03
620,88.66,0.53
621,23.86,43.46
622,9.68,79.86
623,67.48,21.68
624,9.57,61.41
625,39.59,77.31
626,57.82,30.12
627,31.94,13.38
628,27.67,38.91
629,73.13,85.5
630,35.12,34.16
631,48.68,29.87
632,72.09,57.23
633,93.3,97.39
634,78.1,28.6
635,16.03,73.13
636,81.04,18.47
637,89.45,87.67
638,24.32,51.3
639,34.5,29.34
640,52.92,55.12
641,12.37,89.04
642,7.94,74.69
643,13.68,92.18
644,80.58,66.04
645,32.44,30.5
646,57.51,75.46
647,49.77,86.81
648,30.11,27.48
649,82.59,63.3
650,4.77,8.23
651,49.64,15.94
652,11.98,71.59
653,17.41,16.04
654,92.47,86.58
655,97.69,90.67
656,51.46,56.24
657,48.93,9.8
658,50.31,95.94
659,18.22,27.61
660,5.53,43.72
661,53.78,16.95
662,28.74,41.34
663,80.4,4.05
664,63.14,7.69
665,65.8,30.53
666,65.75,70.75
667,98.52,42.36
668,33.13,73.28
669,66.41,69.82
670,4.87,29.35
671,8.16,12.58
672,18.84,28.47
673,46.31,1.13
674,30.47,90.11
675,70.75,35.65
676,77.63,59.83
677,24.19,39.3
678,61.62,76.22
679,37.28,16.19
680,29.08,74.25
681,41.37,5.65
682,14.55,28.81
683,40.94,44.78
684,40.12,92.65
685,75.71,28.67
686,53.34,68.93
687,75.53,47.71
688,18.26,98.86
689,44.17,90.19
690,66.98,84.81
691,23.26,0.39
692,20.23,0.4
693,41.8,52.93
694,65.81,12.5
695,74.8,87.21
696,25.38,9.37
697,89.49,43.27
698,68.14,68.98
699,12.0,16.87
700,39.17,28.99
701,82.86,37.32
702,40.72,46.09
703,15.93,13.82
704,56.76,3.5
705,18.36,9.18
706,16.17,18.13
707,10.97,36.55
708,42.49,23.83
709,57.9,17.5
710,10.3,89.04
711,5.78,94.16
712,37.25,92.46
713,10.69,62.41
714,90.53,24.22
715,76.96,90.24
716,61.86,31.24
717,77.46,70.96
718,51.99,23.23
719,67.08,4.96
720,87.2,19.61
721,1.49,27.77
722,42.22,96.06
723,92.56,54.5
724,42.38,3.04
725,96.32,29.94
726,90.6,12.8
727,56.95,59.16
728,24.8,81.81
729,44.67,9.01
730,4.95,56.63
731,87.97,85.06
732,4.06,9.62
733,29.49,14.81
734,9.06,28.93
735,24.75,35.31
736,53.74,82.64
737,35.07,54.02
738,41.49,31.67
739,10.75,37.3
740,14.99,51.94
741,67.62,23.98
742,25.98,44.16
743,39.32,28.72
744,44.96,36.51
745,5.48,22.64
746,11.28,10.14
747,90.21,52.05
748,48.14,88.79
749,74.44,89.96
750,53.65,73.95
751,23.65,42.83
752,1.72,56.45
753,11.72,24.33
754,60.16,70.27
755,6.24,77.76
756,20.57,33.5
757,17.42,87.34
758,32.83,14.25
759,46.76,33.78
760,60.35,3.12
761,2.74,2.55
762,71.91,97.84
763,65.22,64.11
764,29.56,65.49
765,11.94,14.85
766,3.49,53.78
767,32.65,73.63
768,22.78,93.38
769,75.83,28.73
770,0.27,88.36
771,82.91,72.5
772,54.26,59.17
773,0.14,62.3
774,27.73,62.18
775,43.93,59.56
776,28.13,34.86
777,33.28,12.48
778,42.31,56.22
779,7.14,88.01
780,17.41,26.37
781,79.73,25.44
782,23.87,35.7
783,91.48,67.22
784,31.77,56.36
785,45.7,10.66
786,60.68,82.57
787,19.46,75.33
788,79.67,40.03
789,15.15,11.46
790,29.09,70.68
791,56.59,63.47
792,30.82,55.02
793,15.29,10.42
794,40.37,96.11
795,87.49,7.77
796,17.47,7.78
797,33.42,21.04
798,75.51,57.57
799,81.12,45.73
800,5.31,10.14
801,69.74,47.4
802,10.99,0.01
803,68.04,50.47
804,79.19,43.91
805,96.62,18.54
806,71.88,37.66
807,59.17,72.09
808,46.29,46.13
809,49.35,10.22
810,38.88,70.51
811,19.96,90.8
812,62.34,2.23
813,94.33,35.02
814,67.79,48.16
815,53.72,82.91
816,34.25,92.43
817,82.27,3.76
818,61.77,26.63
819,72.18,22.23
820,11.68,47.95
821,78.81,47.06
822,14.81,11.57
823,8.08,34.37
824,64.28,91.34
825,71.21,56.77
826,96.71,44.35
827,34.6,57.17
828,33.79,86.16
829,20.65,2.86
830,97.51,9.29
831,18.14,82.54
832,25.49,57.88
833,31.13,1.46
834,15.11,42.23
835,28.73,29.9
836,14.13,24.26
837,86.64,16.9
838,86.75,16.77
839,84.25,6.01
840,89.9,83.93
841,25.81,46.05
842,51.28,15.87
843,99.68,14.06
844,44.14,93.43
845,65.72,42.04
846,11.66,98.84
847,63.96,25.53
848,2.26,77.1
849,56.19,80.72
850,22.93,50.07
851,12.84,35.46
852,85.28,45.73
853,8.18,35.73
854,93.62,54.11
855,8.46,8.27
856,51.75,37.52
857,28.28,73.41
858,34.47,82.96
859,92.19,60.29
860,50.37,35.14
861,37.2,70.16
862,29.69,78.32
863,57.45,74.19
864,69.52,19.24
865,65.6,1.06
866,6.47,88.49
867,26.76,92.5
868,19.82,50.42
869,87.78,7.16
870,76.6,57.82
871,93.85,55.41
872,43.57,86.46
873,34.06,85.92
874,22.38,41.78
875,52.91,63.63
876,7.79,12.38
877,1.04,15.44
878,76.12,23.08
879,21.67,25.43
880,61.35,90.67
881,3.37,10.92
882,46.07,25.78
883,33.81,59.64
884,13.85,88.36
885,69.73,11.75
886,44.22,38.04
887,25.11,76.84
888,55.92,41.5
889,63.82,21.22
890,35.5,31.89
891,50.66,71.35
892,61.85,38.1
893,26.34,83.76
894,31.64,34.5
895,68.11,26.5
896,64.79,10.11
897,55.08,68.59
898,49.23,4.98
899,95.78,69.4
900,81.76,57.75
901,10.6,94.24
902,18.38,92.28
903,99.53,34.47
904,50.56,91.68
905,78.7,8.91
906,74.65,99.27
907,1.73,56.03
908,82.42,90.34
909,34.99,51.88
910,15.41,31.51
911,34.73,69.07
912,45.55,35.18
913,38.06,75.88
914,1.18,57.2
915,76.36,79.73
916,10.81,58.99
917,86.62,67.6
918,17.36,74.69
919,99.88,90.44
920,91.85,85.03
921,16.86,40.57
922,42.66,51.95
923,39.91,33.13
924,2.67,1.23
925,45.19,6.97
926,19.79,24.53
927,82.43,61.08
928,85.69,14.57
929,93.29,55.31
930,93.32,36.2
931,96.04,60.64
932,99.51,12.85
933,97.34,79.49
934,28.31,4.36
935,27.86,18.79
936,82.66,99.96
937,82.63,96.1
938,47.97,78.03
939,48.64,59.03
940,44.14,60.76
941,90.59,9.43
942,50.59,14.48
943,57.91,72.87
944,52.78,62.08
945,81.44,1.49
946,96.7,58.55
947,42.87,58.64
948,39.03,31.72
949,60.82,5.19
950,24.34,26.9
951,32.07,81.14
952,96.37,23.6
953,31.8,34.24
954,23.49,83.02
955,60.41,10.09
956,31.62,22.3
957,29.0,90.13
958,39.51,5.75
959,76.1,68.43
960,21.91,97.12
961,82.96,15.01
962,66.05,38.91
963,86.69,48.97
964,96.6,77.66
965,32.31,29.07
966,68.59,76.85
967,24.44,97.91
968,10.06,7.06
969,15.05,58.2
970,72.57,21.78
971,68.75,17.37
972,97.1,9.98
973,85.69,3.35
974,95.2,15.16
975,34.39,90.87
976,61.81,55.49
977,3.47,56.97
978,77.66,95.74
979,38.31,87.31
980,51.93,9.29
981,22.81,31.41
982,99.47,49.57
983,30.14,6.82
984,76.38,52.61
985,38.7,87.94
986,44.56,41.12
987,99.48,59.56
988,95.26,87.32
989,14.89,34.27
990,57.12,81.4
991,92.94,19.15
992,67.12,88.78
993,4.93,78.94
994,96.03,11.86
995,18.56,44.43
996,65.67,65.4
997,84.24,65.89
998,8.4,3.36
999,28.88,5.56
